Creator	Title	Date	Material	Measurement	Culture	Inscription	Location	State or Edition	Work Rights	Image Rights	Record Creation Date	Record Modification Date	Work ID	Image ID	Technique	External Link	Text Reference	Style or Period1	Style or Period2	Style or Period3	Style or Period4	Style or Period5	Extended Title	Subject1	Subject2	Subject3	Subject4	Subject5	Subject6	Subject7	Subject8	Subject9	Subject10	General Subject	Work Description	Work Description Source	Image Description	Related Works	Image Source	Local Call Number	Order Number	Course Number and Instructor	Order Description	Creator Name1	Creator Name2	Creator Name3	Creator Name4	Creator Name5	Creator Name6	Creator Name7	Creator Name8	Alternate Creator Name1	Alternate Creator Name2	Alternate Creator Name3	Alternate Creator Name4	Alternate Creator Name5	Alternate Creator Name6	Alternate Creator Name7	Alternate Creator Name8	Image Classification Term	Object Type1	Object Type2	Object Type3	Object Type4	Object Type5
Mark Rogovin (American artist, born 1946); Chicago Community Youth ( artist, 1970s); Public Art Workshop (American artist, active 1970s)	Break the Grip of the Absentee Landlord	creation: 1973			American		United States, Illinois, Chicago, 5219 West Madison Street [creation]				2/1/2013	11/12/2014	59745	7140176				Modern; 20th Century					Break the Grip of the Absentee Landlord (cited, English, preferred)	Youth	City walls	Apartments	Chicago (Ill.)	Mural painting and decoration	Landlord and tenant					cityscapes; figure groups					Mark Rogovin, original photography; For educational use only.		1082	Zorach		Rogovin, Mark	Public Art Workshop	Chicago Community Youth														painting	paintings; mural paintings				
Mark Rogovin (American artist, born 1946); Chicago Community Youth ( artist, 1970s); Public Art Workshop (American artist, active 1970s)	Break the Grip of the Absentee Landlord	creation: 1973			American		United States, Illinois, Chicago, 5219 West Madison Street [creation]				2/1/2013	11/12/2014	59745	7140177				Modern; 20th Century					Break the Grip of the Absentee Landlord (cited, English, preferred)	Youth	City walls	Apartments	Chicago (Ill.)	Mural painting and decoration	Landlord and tenant					cityscapes; figure groups					Mark Rogovin, original photography; For educational use only.		1082	Zorach		Rogovin, Mark	Public Art Workshop	Chicago Community Youth														painting	paintings; mural paintings				
Mark Rogovin (American artist, born 1946); Chicago Community Youth ( artist, 1970s); Public Art Workshop (American artist, active 1970s)	Break the Grip of the Absentee Landlord	creation: 1973			American		United States, Illinois, Chicago, 5219 West Madison Street [creation]				2/1/2013	11/12/2014	59745	7140178				Modern; 20th Century					Break the Grip of the Absentee Landlord (cited, English, preferred)	Youth	City walls	Apartments	Chicago (Ill.)	Mural painting and decoration	Landlord and tenant					cityscapes; figure groups					Mark Rogovin, original photography; For educational use only.		1082	Zorach		Rogovin, Mark	Public Art Workshop	Chicago Community Youth														painting	paintings; mural paintings				
Mark Rogovin (American artist, born 1946); Chicago Community Youth ( artist, 1970s); Public Art Workshop (American artist, active 1970s)	Break the Grip of the Absentee Landlord	creation: 1973			American		United States, Illinois, Chicago, 5219 West Madison Street [creation]				2/1/2013	11/12/2014	59745	7140179				Modern; 20th Century					Break the Grip of the Absentee Landlord (cited, English, preferred)	Youth	City walls	Apartments	Chicago (Ill.)	Mural painting and decoration	Landlord and tenant					cityscapes; figure groups					Mark Rogovin, original photography; For educational use only.		1082	Zorach		Rogovin, Mark	Public Art Workshop	Chicago Community Youth														painting	paintings; mural paintings				
Mark Rogovin (American artist, born 1946); Chicago Community Youth ( artist, 1970s); Public Art Workshop (American artist, active 1970s)	Break the Grip of the Absentee Landlord	creation: 1973			American		United States, Illinois, Chicago, 5219 West Madison Street [creation]				2/1/2013	11/12/2014	59745	7140180				Modern; 20th Century					Break the Grip of the Absentee Landlord (cited, English, preferred)	Youth	City walls	Apartments	Chicago (Ill.)	Mural painting and decoration	Landlord and tenant					cityscapes; figure groups					Mark Rogovin, original photography; For educational use only.		1082	Zorach		Rogovin, Mark	Public Art Workshop	Chicago Community Youth														painting	paintings; mural paintings				
Mark Rogovin (American artist, born 1946); Chicago Community Youth ( artist, 1970s); Public Art Workshop (American artist, active 1970s)	Break the Grip of the Absentee Landlord, study	creation: 1973			American		United States, Illinois, Chicago, 5219 West Madison Street [creation]				2/1/2013	11/12/2014	59745	7140181				Modern; 20th Century					Break the Grip of the Absentee Landlord (cited, English, preferred)	Youth	City walls	Apartments	Chicago (Ill.)	Mural painting and decoration	Landlord and tenant					cityscapes; figure groups					Mark Rogovin, original photography; For educational use only.		1082	Zorach		Rogovin, Mark	Public Art Workshop	Chicago Community Youth														painting	paintings; mural paintings				
Mark Rogovin (American artist, born 1946); Chicago Community Youth ( artist, 1970s); Public Art Workshop (American artist, active 1970s)	Break the Grip of the Absentee Landlord, study	creation: 1973			American		United States, Illinois, Chicago, 5219 West Madison Street [creation]				2/1/2013	11/12/2014	59745	7140182				Modern; 20th Century					Break the Grip of the Absentee Landlord (cited, English, preferred)	Youth	City walls	Apartments	Chicago (Ill.)	Mural painting and decoration	Landlord and tenant					cityscapes; figure groups					Mark Rogovin, original photography; For educational use only.		1082	Zorach		Rogovin, Mark	Public Art Workshop	Chicago Community Youth														painting	paintings; mural paintings				
Mark Rogovin (American artist, born 1946); Chicago Community Youth ( artist, 1970s); Public Art Workshop (American artist, active 1970s)	Protect the People's Homes, before shot	creation: 1970			American		United States, Illinois, Chicago, Irving Park and Sheridan [creation]				7/23/2013	11/12/2014	59744	7148441				Modern; 20th Century					Protect the People's Homes (cited, English, preferred)	Youth	Dwellings	City walls	Chicago (Ill.)	Cityscapes	Mural painting and decoration					cityscapes; figure groups					Mark Rogovin, original photography; For educational use only.		1158	Zorach		Rogovin, Mark	Public Art Workshop	Chicago Community Youth														painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect, photograph by B. Solari	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				7/23/2013	11/12/2014	56815	7148475				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Mark Rogovin, original photography; For educational use only.		1158	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
unknown artist	Anonymous Poem on Wall of Truth, Fo-Trey	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				7/23/2013	11/12/2014	70152	7148543				Western	Modern; 20th Century				Anonymous Poem on Wall of Truth (cited, English, preferred)	African Americans -- Civil Rights	Poetry	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration	poems									Panel in Wall of Truth; related to; Wall of Truth; larger context for	Mark Rogovin, original photography; For educational use only.		1158	Zorach		unknown																painting	paintings; mural paintings	information forms; poems			
Lonnie Loyo (American artist, active ca. 1960s)	Panel in Wall of Truth	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				7/23/2013	11/12/2014	70153	7148549				Western	Modern; 20th Century				Panel in Wall of Truth (cited, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration								Panel in the "Wall of Truth" mural by self-taught, neighborhood artist. 	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Anonymous Poem on Wall of Truth; related to; Panel in Wall of Truth; related to; Wall of Truth; larger context for	Mark Rogovin, original photography; For educational use only.		1158	Zorach		Loyo, Lonnie																painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Eugene "Edaw" Wade (American artist, c. 1930-2008)	Wall of Truth	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				8/6/2013	11/12/2014	56820	7148975				Modern; 20th Century	Western				Wall of Truth (creator, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration							historical; portraits			photograph by Duane Hall, 1971	Anonymous Poem on Wall of Truth; part of; Panel in Wall of Truth; part of	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Wade, Eugene															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Eugene "Edaw" Wade (American artist, c. 1930-2008)	Wall of Truth	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				8/6/2013	11/12/2014	56820	7148976				Modern; 20th Century	Western				Wall of Truth (creator, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration							historical; portraits			photograph by Duane Hall, 1971	Anonymous Poem on Wall of Truth; part of; Panel in Wall of Truth; part of	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Wade, Eugene															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Eugene "Edaw" Wade (American artist, c. 1930-2008)	Wall of Truth	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				8/6/2013	11/12/2014	56820	7148977				Modern; 20th Century	Western				Wall of Truth (creator, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration							historical; portraits			photograph by Duane Hall, 1971	Anonymous Poem on Wall of Truth; part of; Panel in Wall of Truth; part of	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Wade, Eugene															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/6/2013	11/12/2014	56815	7148981				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc	photograph by Duane Hall, 1971	Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
